Mod:Item:MetaData, Localized Name
props:props:1615, Bay Window Tall Light Wood
props:props:1616, Bay Window Tall Medium Wood
props:props:1617, Bay Window Tall Dark Wood
props:props:1618, Window 1
props:props:1619, Window 1 Tall Dark Blue
props:props:1620, Window 1 Tall Orange
props:props:1621, Window 1 Tall Purple
props:props:1622, Window 1 Tall Blue
props:props:1623, Window 1 Tall Lime
props:props:1624, Window 1 Tall Green
props:props:1625, Window 1 Tall Fuchsia
props:props:1626, Window 1 Tall Light Blue
props:props:1627, Window 1 Tall Razzle
props:props:1628, Window 1 Tall Red
props:props:1629, Window 1 Tall TallPink
props:props:1630, Window 1 Tall Yellow
props:props:1631, Window 1 Tall Coral
props:props:1632, Window 1 Tall Cyan
props:props:1633, Window 1 Tall Light Wood
props:props:1634, Window 1 Tall Medium Wood
props:props:1635, Window 1 Tall Dark Wood
props:props:1654, Tall Lamp 1
props:props:1655, Tall Lamp 2
props:props:1656, Tall Lamp 3
props:props:1657, Table Lamp 1
props:props:1658, Flower Pot 1
props:props:1659, Flower Pot 2 White
props:props:1660, Venus Fly Trap
props:props:1661, Vanity Mirror
props:props:1662, Coffee Grinder
props:props:1663, Envelopes
props:props:1664, Sewing Kit
props:props:1665, Letter
props:props:1666, Inkwell
props:props:1667, Arm Desk
props:props:1668, Arm Desk Dark Blue
props:props:1669, Arm Desk Orange
props:props:1670, Arm Desk Purple
props:props:1671, Arm Desk Blue
props:props:1672, Arm Desk Lime
props:props:1673, Arm Desk Green
props:props:1674, Arm Desk Fuchsia
props:props:1675, Arm Desk Light Blue
props:props:1676, Arm Desk Razzle
props:props:1677, Arm Desk Red
props:props:1678, Arm Desk Pink
props:props:1679, Arm Desk Yellow
props:props:1680, Arm Desk Coral
props:props:1681, Arm Desk Cyan
props:props:1682, Arm Desk Wood
props:props:1683, Park Bench 1
props:props:1684, Patron LtWind
props:props:1685, Park Bench 2
props:props:1686, Patron Sora_Zealon
props:props:1687, Christmas Tree Antique
props:props:1688, Crate
props:props:1689, Potted Tree 1
props:props:1690, Wooden Wash Tub
props:props:1691, Patron KittyCarrot2505
props:props:1692, Patron PurpleHel
props:props:1693, Patron MasterRose88
props:props:1694, Patron Doll johnny215
props:props:1695, Patron Doll ScottRadish
props:props:1696, Closet 2 Light Wood
props:props:1697, Closet 2 Medium Wood
props:props:1698, Closet 2 Dark Wood
props:props:1699, Closet 2 White
props:props:1700, Closet 2 Black
props:props:1701, Closet 3 Light Wood
props:props:1703, Closet 3 Medium Wood
props:props:1705, Closet 3 Dark Wood
props:props:1707, Closet 3 White
props:props:1709, Closet 3 Black
props:props:1711, Closet 4 Light Wood
props:props:1712, Closet 4 Medium Wood
props:props:1713, Closet 4 Dark Wood
props:props:1714, Closet 4 White
props:props:1715, Closet 4 Black
props:props:1716, Closet 5 Light Wood
props:props:1717, Closet 5 Medium Wood
props:props:1718, Closet 5 Dark Wood
props:props:1719, Closet 5 White
props:props:1720, Closet 5 Black
props:props:1721, Closet 6 Light Wood
props:props:1723, Closet 6 Medium Wood
props:props:1725, Closet 6 Dark Wood
props:props:1727, Closet 6 White
props:props:1729, Closet 6 Black
props:props:1731, Closet 7 Light Wood
props:props:1733, Closet 7 Medium Wood
props:props:1735, Closet 7 Dark Wood
props:props:1737, Closet 7 White
props:props:1739, Closet 7 Black
props:props:1741, Closet 1 Light Wood
props:props:1742, Closet 1 Medium Wood
props:props:1743, Closet 1 Dark Wood
props:props:1744, Closet 1 White
props:props:1745, Closet 1 Black
props:props:1746, Bunk Bed Bottom
props:props:1762, Bunk Bed Top
props:props:1778, Window 2
props:props:1780, Window 2 Dark Blue
props:props:1782, Window 2 Orange
props:props:1784, Window 2 Purple
props:props:1786, Window 2 Blue
props:props:1788, Window 2 Lime
props:props:1790, Window 2 Green
props:props:1792, Window 2 Fuchsia
props:props:1794, Window 2 Light Blue
props:props:1796, Window 2 Razzle
props:props:1798, Window 2 Red
props:props:1800, Window 2 TallPink
props:props:1802, Window 2 Yellow
props:props:1804, Window 2 Coral
props:props:1806, Window 2 Cyan
props:props:1808, Window 2 Light Wood
props:props:1810, Window 2 Medium Wood
props:props:1812, Window 2 Dark Wood
props:props:1814, Light Switch
props:props:1815, World Globe 2
props:props:1816, Office Phone
props:props:1817, Japanese Table
props:props:1818, Zabuton
props:props:1819, Vase Cherry Blossom
props:props:1820, Japanese Tea Set Mint
props:props:1821, Japanese Tea Set Blue
props:props:1822, Japanese Tea Set Red
props:props:1823, Japanese Tea Set White
props:props:1824, Japanese Tea Set Brown
props:props:1825, Japanese Tea Set Yellow
props:props:1826, Japanese Tea Set Pink
props:props:1827, Old Stove
props:props:1829, Arcade Cabinet
props:props:1830, Fire Extinguisher
props:props:1831, Pot
props:props:1832, Pile Of Books 1
props:props:1833, Pile Of Books 2
props:props:1834, Gibbet
props:props:1835, Decorative Book
props:props:1836, Comic Books
props:props:1837, Treadmill
props:props:1838, Dumbbell Rack
props:props:1839, Dumbbell
props:props:1840, Bench Press
props:props:1841, Dessert Case
props:props:1842, Piano Bench
props:props:1843, Monkey Bars
props:props:1844, Monkey Bars 2
props:props:1845, Easter Basket
props:props:1846, Painted Egg
props:props:1847, Soccer Goal
props:props:1848, Crayon Box
props:props:1849, Crayon Box Spilled
props:props:1850, Children Drawings
props:props:1851, Box Of Donuts
props:props:1852, Pot With Soup
props:props:1853, Sushi
props:props:1854, Mine Cube
props:props:1855, M64
props:props:1856, FlowerBox
props:props:1857, Circle Sign 1
props:props:1858, Circle Sign 2
props:props:1859, Circle Sign 3
props:props:1860, Circle Sign 4
props:props:1861, Circle Sign 5
props:props:1862, Circle Sign 6
props:props:1863, Circle Sign 7
props:props:1864, Circle Sign 8
props:props:1865, Circle Sign 9
props:props:1866, Circle Sign 10
props:props:1867, Circle Sign 11
props:props:1868, Circle Sign 12
props:props:1869, Circle Sign 13
props:props:1870, Circle Sign 14
props:props:1871, Circle Sign 15
props:props:1872, X-ray Machine
props:props:1873, Metal Detector
props:props:1874, Cat Tower
props:props:1875, Litter Box
props:props:1876, Book Stand
props:props:1877, MES
props:props:1878, Super MES
props:props:1879, Retro Computer
props:props:1880, Mp3 Dock Radio
props:props:1881, Stereo
props:props:1882, Shower
props:props:1883, Wall Photos
props:props:1885, HulkBR
props:props:1886, Hamburger
props:props:1887, ProSidu
props:props:1888, Disposable Coffee
props:props:1889, Hot Dog
props:props:1890, Minguado
props:props:1891, Potted Plant
props:props:1892, CRT TV
props:props:1893, Bunny Plush
props:props:1894, MineBoy
props:props:1895, Totoro Plush
props:props:1896, Chocolate Cake
props:props:1897, TV Stand Light
props:props:1898, Guitar
props:props:1899, Mic Stand
props:props:1900, Synth Keyboard
props:props:1901, Laundry Basket
props:props:1902, Kiddie pool
props:props:1903, Tent
props:props:1904, Tent Dark Blue
props:props:1905, Tent Orange
props:props:1906, Tent Purple
props:props:1907, Tent Blue
props:props:1908, Tent Lime
props:props:1909, Tent Green
props:props:1910, Tent Fuchsia
props:props:1911, Tent Light Blue
props:props:1912, Tent Razzle
props:props:1913, Tent Red
props:props:1914, Tent Pink
props:props:1915, Tent Yellow
props:props:1916, Tent Coral
props:props:1917, Tent Cyan
props:props:1918, Tent Grey
props:props:1919, Tent Black
props:props:1920, Sleeping Bag
props:props:1921, Sleeping Bag Dark Blue
props:props:1922, Sleeping Bag Orange
props:props:1923, Sleeping Bag Purple
props:props:1924, Sleeping Bag Blue
props:props:1925, Sleeping Bag Lime
props:props:1926, Sleeping Bag Green
props:props:1927, Sleeping Bag Fuchsia
props:props:1928, Sleeping Bag Light Blue
props:props:1929, Sleeping Bag Razzle
props:props:1930, Sleeping Bag Red
props:props:1931, Sleeping Bag Pink
props:props:1932, Sleeping Bag Yellow
props:props:1933, Sleeping Bag Coral
props:props:1934, Sleeping Bag Cyan
props:props:1935, Sleeping Bag Grey
props:props:1936, Sleeping Bag Black
props:props:1937, Small Sitting Log
props:props:1938, Large Sitting Log
props:props:1939, Short BookShelf Light Wood
props:props:1940, Short BookShelf Medium Wood
props:props:1941, Short BookShelf Dark Wood
props:props:1942, Short BookShelf Beach
props:props:1943, Short BookShelf White
props:props:1944, Short BookShelf Black
props:props:1945, Medium Bookshelf Light Wood
props:props:1946, Medium BookShelf Medium Wood
props:props:1947, Medium BookShelf Dark Wood
props:props:1948, Medium BookShelf White
props:props:1949, Medium BookShelf Black
props:props:1950, Tall Bookshelf Light Wood
props:props:1951, Tall BookShelf Medium Wood
props:props:1952, Tall BookShelf Dark Wood
props:props:1953, Tall BookShelf White
props:props:1954, Tall BookShelf Beach
props:props:1955, Wall Bookshelf Light Wood
props:props:1956, Wall BookShelf Medium Wood
props:props:1957, Wall BookShelf Dark Wood
props:props:1958, Wall BookShelf White
props:props:1959, Wall BookShelf Black
props:props:1960, Pizza
props:props:1961, Open Book 1
props:props:1962, Open Book 2
props:props:1963, Pikachu Plush
props:props:1964, High Chair
props:props:1965, Ritual
props:props:1966, Decocraft Shelf
props:props:1967, Amp
props:props:1968, Cereal
props:props:1969, Log Sofa
props:props:1970, Log Sofa Dark Blue
props:props:1971, Log Sofa Orange
props:props:1972, Log Sofa Purple
props:props:1973, Log Sofa Blue
props:props:1974, Log Sofa Lime
props:props:1975, Log Sofa Green
props:props:1976, Log Sofa Fuchsia
props:props:1977, Log Sofa Light Blue
props:props:1978, Log Sofa Razzle
props:props:1979, Log Sofa Red
props:props:1980, Log Sofa Pink
props:props:1981, Log Sofa Yellow
props:props:1982, Log Sofa Coral
props:props:1983, Log Sofa Cyan
props:props:1984, Log Sofa Grey
props:props:1985, Log Sofa Black
props:props:1986, Log Chair
props:props:1987, Log Chair Dark Blue
props:props:1988, Log Chair Orange
props:props:1989, Log Chair Purple
props:props:1990, Log Chair Blue
props:props:1991, Log Chair Lime
props:props:1992, Log Chair Green
props:props:1993, Log Chair Fuchsia
props:props:1994, Log Chair Light Blue
props:props:1995, Log Chair Razzle
props:props:1996, Log Chair Red
props:props:1997, Log Chair Pink
props:props:1998, Log Chair Yellow
props:props:1999, Log Chair Coral
props:props:2000, Log Chair Cyan
props:props:2001, Log Chair Grey
props:props:2002, Log Chair Black
props:props:2003, Floor Lamp
props:props:2004, Floor Lamp Dark Blue
props:props:2005, Floor Lamp Orange
props:props:2006, Floor Lamp Purple
props:props:2007, Floor Lamp Blue
props:props:2008, Floor Lamp Lime
props:props:2009, Floor Lamp Green
props:props:2010, Floor Lamp Fuchsia
props:props:2011, Floor Lamp Light Blue
props:props:2012, Floor Lamp Razzle
props:props:2013, Floor Lamp Red
props:props:2014, Floor Lamp Pink
props:props:2015, Floor Lamp Yellow
props:props:2016, Floor Lamp Coral
props:props:2017, Floor Lamp Cyan
props:props:2018, Floor Lamp Grey
props:props:2019, Floor Lamp Black
props:props:2020, Shower Curtains
props:props:2022, Floor Bathtub
props:props:2023, Hanging plant
props:props:2024, Cafe Sign
props:props:2025, Kotatsu
props:props:2026, Japanese Screen
props:props:2027, Japanese Screen 2
props:props:2028, Tatami Mat
props:props:2029, Diamond Sign 1
props:props:2030, Electric Guitar
props:props:2031, Electric Guitar Dark Blue
props:props:2032, Electric Guitar Orange
props:props:2033, Electric Guitar Purple
props:props:2034, Electric Guitar Blue
props:props:2035, Electric Guitar Lime
props:props:2036, Electric Guitar Green
props:props:2037, Electric Guitar Fuchsia
props:props:2038, Electric Guitar Light Blue
props:props:2039, Electric Guitar Razzle
props:props:2040, Electric Guitar Red
props:props:2041, Electric Guitar Pink
props:props:2042, Electric Guitar Yellow
props:props:2043, Electric Guitar Coral
props:props:2044, Electric Guitar Cyan
props:props:2045, Electric Guitar Grey
props:props:2046, Electric Guitar Black
props:props:2047, Shutter Left
props:props:2048, Shutter Left Dark Blue
props:props:2049, Shutter Left Orange
props:props:2050, Shutter Left Purple
props:props:2051, Shutter Left Blue
props:props:2052, Shutter Left Lime
props:props:2053, Shutter Left Green
props:props:2054, Shutter Left Fuchsia
props:props:2055, Shutter Left Light Blue
props:props:2056, Shutter Left Razzle
props:props:2057, Shutter Left Red
props:props:2058, Shutter Left Pink
props:props:2059, Shutter Left Yellow
props:props:2060, Shutter Left Coral
props:props:2061, Shutter Left Cyan
props:props:2062, Shutter Left Grey
props:props:2063, Shutter Left Black
props:props:2064, Shutter Left Light Wood
props:props:2065, Shutter Left Medium Wood
props:props:2066, Shutter Left Dark Wood
props:props:2067, Shutter Right
props:props:2068, Shutter Right Dark Blue
props:props:2069, Shutter Right Orange
props:props:2070, Shutter Right Purple
props:props:2071, Shutter Right Blue
props:props:2072, Shutter Right Lime
props:props:2073, Shutter Right Green
props:props:2074, Shutter Right Fuchsia
props:props:2075, Shutter Right Light Blue
props:props:2076, Shutter Right Razzle
props:props:2077, Shutter Right Red
props:props:2078, Shutter Right Pink
props:props:2079, Shutter Right Yellow
props:props:2080, Shutter Right Coral
props:props:2081, Shutter Right Cyan
props:props:2082, Shutter Right Grey
props:props:2083, Shutter Right Black
props:props:2084, Shutter Right Light Wood
props:props:2085, Shutter Right Medium Wood
props:props:2086, Shutter Right Dark Wood
props:props:2087, Horizontal Window
props:props:2088, Horizontal Window Dark Blue
props:props:2089, Horizontal Window Orange
props:props:2090, Horizontal Window Purple
props:props:2091, Horizontal Window Blue
props:props:2092, Horizontal Window Lime
props:props:2093, Horizontal Window Green
props:props:2094, Horizontal Window Fuchsia
props:props:2095, Horizontal Window Light Blue
props:props:2096, Horizontal Window Razzle
props:props:2097, Horizontal Window Red
props:props:2098, Horizontal Window Pink
props:props:2099, Horizontal Window Yellow
props:props:2100, Horizontal Window Coral
props:props:2101, Horizontal Window Cyan
props:props:2102, Horizontal Window Grey
props:props:2103, Horizontal Window Black
props:props:2104, Horizontal Window Light Wood
props:props:2105, Horizontal Window Medium Wood
props:props:2106, Horizontal Window Dark Wood
props:props:2107, Paintbrushes
props:props:2108, Electric guitar 2
props:props:2109, Magazine Rack
props:props:2110, Tool Box
props:props:2111, Kids Wagon
props:props:2112, Baby Stroller
props:props:2113, Potted Plant 2
props:props:2114, Bowl Sink
props:props:2115, Glass Block Window
props:props:2116, Glass Block Window Dark Blue
props:props:2117, Glass Block Window Orange
props:props:2118, Glass Block Window Purple
props:props:2119, Glass Block Window Blue
props:props:2120, Glass Block Window Lime
props:props:2121, Glass Block Window Green
props:props:2122, Glass Block Window Fuchsia
props:props:2123, Glass Block Window Light Blue
props:props:2124, Glass Block Window Razzle
props:props:2125, Glass Block Window Red
props:props:2126, Glass Block Window Pink
props:props:2127, Glass Block Window Yellow
props:props:2128, Glass Block Window Coral
props:props:2129, Glass Block Window Cyan
props:props:2130, Glass Block Window Grey
props:props:2131, Glass Block Window Black
props:props:2132, Glass Block Window Light Wood
props:props:2133, Glass Block Window Medium Wood
props:props:2134, Glass Block Window Dark Wood
props:props:2135, Single Block Window
props:props:2136, Single Block Window Dark Blue
props:props:2137, Single Block Window Orange
props:props:2138, Single Block Window Purple
props:props:2139, Single Block Window Blue
props:props:2140, Single Block Window Lime
props:props:2141, Single Block Window Green
props:props:2142, Single Block Window Fuchsia
props:props:2143, Single Block Window Light Blue
props:props:2144, Single Block Window Razzle
props:props:2145, Single Block Window Red
props:props:2146, Single Block Window Pink
